date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:26	19798/19798	---M-Z	200	added ('OK')	text/html	etag:%224d56-67f2598d-86d9abf875da4b2f;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=3000	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/index2218.html	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:26	19798/19798	---M-Z	200	added ('OK')	text/html	etag:%224d56-67f2598d-86d9abf875da4b2f;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=5000	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/index8473.html	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:26	19798/19798	---M-Z	200	added ('OK')	text/html	etag:%224d56-67f2598d-86d9abf875da4b2f;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=10000	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/index3291.html	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:27	19798/19798	---M-Z	200	added ('OK')	text/html	etag:%224d56-67f2598d-86d9abf875da4b2f;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=20000	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/index3eab.html	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:27	19798/19798	---M-Z	200	added ('OK')	text/html	etag:%224d56-67f2598d-86d9abf875da4b2f;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=30000	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/index0da7.html	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:27	19798/19798	---M-Z	200	added ('OK')	text/html	etag:%224d56-67f2598d-86d9abf875da4b2f;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=50000	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/index3c08.html	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:27	19798/19798	---M-Z	200	added ('OK')	text/html	etag:%224d56-67f2598d-86d9abf875da4b2f;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=100000	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/indexdf6d.html	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:28	19798/19798	---M-Z	200	added ('OK')	text/html	etag:%224d56-67f2598d-86d9abf875da4b2f;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=300000	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/index6651.html	(from https://vaquinhasoliidaria.site/pets/?utm_source=FB&utm_campaign=%7B%7Bcampaign.name%7D%7D%7C%7B%7Bcampaign.id%7D%7D&utm_medium=%7B%7Badset.name%7D%7D%7C%7B%7Badset.id%7D%7D&utm_content=%7B%7Bad.name%7D%7D%7C%7B%7Bad.id%7D%7D&utm_term=%7B%7Bplacement%7D%7D)
15:45:28	3119/3119	---M--	200	added ('OK')	image/png	etag:%22c2f-67f2598d-ef12c46436a58609;;;%22	https://vaquinhasoliidaria.site/pets/pagamento/images/logo.png	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/images/logo.png	(from https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=1500)
15:45:28	2564/2564	---M-Z	200	added ('OK')	image/svg+xml	etag:%22a04-67f2598d-f5b8d5591b9d3441;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/images/tip-copy-paste.svg	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/images/tip-copy-paste.svg	(from https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=1500)
15:45:29	1952/1952	---M-Z	200	added ('OK')	image/svg+xml	etag:%227a0-67f2598d-b057b7dec7316c8e;gz%22	https://vaquinhasoliidaria.site/pets/pagamento/images/tip-smartphone-confirmation.svg	C:/Meus%20Sites/sos%20resgate%204%20patas/vaquinhasoliidaria.site/pets/pagamento/images/tip-smartphone-confirmation.svg	(from https://vaquinhasoliidaria.site/pets/pagamento/index.html?valor=1500)
